index,used,power,price_US$,year,class,hull_material,seller,Length_ft,location,Make_Model
1899,yes,yes,39000,2012,Bowrider,Fiberglass,"United Yacht Sales
   ",24,"Pensacola, FL",Yamaha 242 Limited
1900,yes,yes,110687,2016,Bowrider,Fiberglass,"Sea Ray of Cincinnati
   ",24,"Cincinnati, OH",Supra SA
1901,yes,yes,12900,1998,Bowrider,Fiberglass,"Yacht Brokers, Inc.
   ",24,"Minneapolis/St. Paul, MN",Wellcraft 2400 Eclipse
1902,yes,yes,121104,2016,Bowrider,Fiberglass,"Sea Ray of Cincinnati
   ",24,"Louisville, KY",Supra SA
1903,yes,yes,57455,2016,Bowrider,Fiberglass,"Sunrise Marine - Boat Sales, Service & Parts
   ",24,"Mary Esther, FL",Yamaha 242 Limited S
1904,yes,yes,59999,2016,Bowrider,Fiberglass,"Twin City Marine, Inc.
   ",24,"Central Falls, RI",Yamaha 242 Limited S
1905,yes,yes,48500,2013,Bowrider,Fiberglass,"United Yacht Sales
   ",24,"Merritt Island, FL",Yamaha 242 Limited S
1906,yes,yes,60500,2015,Bowrider,Fiberglass,"Easy Sale
   ",24,"Miami, FL",Yamaha 242 Limited S
1907,yes,yes,61999,2016,Bowrider,Fiberglass,"Nunmaker Yachts
   ",24,"LA, United States",Yamaha 242 Limited S
1908,yes,yes,49999,2015,Bowrider,Fiberglass,"Cast Off Yacht Sales
   ",24,"Brick, NJ",Yamaha 242 Limited S
1909,yes,yes,39997,2012,Bowrider,Fiberglass,"Cast Off Yacht Sales
   ",24,"Forked River, NJ",Yamaha 242 Limited S
1910,yes,yes,65000,2015,Bowrider,Fiberglass,"Imperial Motor Yachts Ltd
   ",24,Thailand,Yamaha 242 Limited S
1911,yes,yes,32900,2010,Bowrider,Fiberglass,"Legendary Marine
   ",24,"Fort Walton Beach, FL",Yamaha 242 Limited
1912,yes,yes,,2017,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Yamaha 242 Limited S
1913,yes,yes,31495,2006,Bowrider,Fiberglass,"SkipperBud's
   ",24,"Marblehead, OH",Sea Ray 240 Sundeck
1914,yes,yes,39900,2013,Bowrider,Fiberglass,"Lakeshore Yacht Sales
   ",24,"Muskegon, MI",Yamaha AR240 HO
1915,yes,yes,,2017,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Yamaha AR240 HO
1916,yes,yes,39950,2013,Bowrider,Fiberglass,"Grand Bay Marine
   ",24,"Traverse City, MI",Yamaha AR240
1917,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Twin City Marine, Inc.
   ",24,"Central Falls, RI",Yamaha AR240
1918,yes,yes,49999,2016,Bowrider,Fiberglass,"Twin City Marine, Inc.
   ",24,"Central Falls, RI",Yamaha SX240 HO
1919,yes,yes,47900,2013,Bowrider,Fiberglass,"Legendary Marine
   ",24,"Gulf Shores, AL",Yamaha 242L
1920,yes,yes,,2016,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Yamaha 242 Limited S
1921,yes,yes,,2017,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Yamaha 242 Limited SE
1922,yes,yes,,2016,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Yamaha 242 Limited S
1923,yes,yes,29995,2002,Bowrider,Other,"SkipperBud's
   ",24,"Madison, WI",Sea Ray 240 Sundeck
1924,yes,yes,28500,2007,Bowrider,Fiberglass,"Whelton Marine Brokerage
   ",24,"LA, United States",Sea Ray 240 Sundeck
1925,yes,yes,35000,2010,Bowrider,Fiberglass,"Knot 10 Yacht Sales
   ",24,"Kent Island, MD",Yamaha SX240 HO
1926,yes,yes,79900,2015,Bowrider,Fiberglass,"Strong's Marine
   ",24,"NY, United States",Cobalt R3
1927,yes,yes,63600,2016,Bowrider,Fiberglass,"Beacon Light Marina
   ",24,"Middle River, MD",Yamaha Marine 242 Limited S
1928,yes,yes,27633,2001,Bowrider,Fiberglass,"Sealine Costa Blanca
   ",24,"Campoamor, Spain",Mariah 245 Deckboat
1929,yes,yes,65000,2015,Bowrider,Fiberglass,"Simpson Marine Limited
   ",24,Thailand,Yamaha Sport Boat 242 S Limited
1930,yes,yes,67600,2016,Bowrider,Fiberglass,"Beacon Light Marina
   ",24,"Middle River, MD",Yamaha Marine 24 FT 242 Limited S E-Series
1931,yes,yes,69900,2015,Bowrider,Fiberglass,"Strong's Marine
   ",24,"NY, United States",Cobalt R3
1932,yes,yes,10900,2000,Bowrider,Fiberglass,"Dredge Harbor Boat Center LLC.
   ",24,"Delran, NJ",Bayliner 2350 Capri LS
1933,yes,yes,30000,2006,Bowrider,Fiberglass,"Strong's Marine
   ",24,"MATTITUCK, NY",Cobalt 232
1934,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Strong's Marine
   ",24,"Southampton, NY",Cobalt R3
1935,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Jet Ski of Miami
   ",24,"Miami, FL",Yamaha Marine SX210
1936,yes,yes,,2016,Bowrider,Fiberglass,"Great Bay Marine- Islip Terrace
   ",24,"Islip Terrace, NY",Monterey M4
1937,yes,yes,19500,2000,Bowrider,Fiberglass,"Captain's Choice of Pickwick
   ",24,"Pickwick Lake TN, MS",Sea Ray 240 Sundeck
1938,yes,yes,,2016,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Yamaha SX240 HO
1939,yes,yes,19900,2000,Bowrider,Fiberglass,"American Marine
   ",24,"Venice, FL",Sea Ray 240 Sundeck
1940,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Sea Ray 240 Sundeck Outboard
1941,yes,yes,69900,2015,Bowrider,Fiberglass,"Onekama Marine, Inc.
   ",24,"Onekama, MI",Monterey M3
1942,yes,yes,10900,2000,Bowrider,Fiberglass,"Jackson Marine Sales
   ",24,"North East, MD",Maxum 2300 SR
1943,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Great Bay Marine- Islip Terrace
   ",24,"NY, United States",Monterey M3
1944,yes,yes,13377,1990,Bowrider,Fiberglass,"Canary Islands Marine
   ",24,Spain,Sea Ray 220 Overnighter
1945,yes,yes,64500,2012,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.
   ",24,"Catoosa, OK",Monterey M3
1946,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.
   ",24,"Catoosa, OK",Supreme S238
1947,yes,yes,38686,2006,Bowrider,Fiberglass,"Canary Islands Marine
   ",24,Spain,Regal 2400 Bowrider
1948,yes,yes,32000,2011,Bowrider,Fiberglass,"Berry-Boger Yacht Sales, Inc.
   ",24,"North Myrtle Beach, SC",NauticStar 232DC Sport Deck
1949,yes,yes,26125,2016,Bowrider,Fiberglass,"Mare Nostrum Yachts
   ",24,"Malaga, Spain",Fibrafort 240
1950,yes,yes,36500,2010,Bowrider,Fiberglass,"B.L.M. Yacht Sales Ltd.
   ",24,"Fall river, MA",Four Winns F224
1951,yes,yes,18900,2000,Bowrider,Fiberglass,"Legendary Marine
   ",24,"Fort Walton Beach, FL",Sea Ray 240 Sundeck
1952,yes,yes,24950,2012,Bowrider,Fiberglass,"PIER ONE YACHT SALES
   ",24,"FT MYERS, FL",Rinker Captiva 226 BR
1953,yes,yes,43490,2016,Bowrider,Fiberglass,"North Bay Marina
   ",24,"Selbyville, DE",Hurricane FunDeck 236 WB
1954,yes,yes,74445,2015,Bowrider,Fiberglass,"Dredge Harbor Boat Center LLC.
   ",24,"Delran, NJ",Larson LXi 238 IO
1955,yes,yes,1,2017,Bowrider,Fiberglass,"Island Marine Center
   ",24,"Ocean View, NJ",Grady-White 235 Freedom
1956,yes,yes,17000,2002,Bowrider,Fiberglass,"Jackson Marine Sales
   ",24,"North East, MD",Crownline 239 DB
1957,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Island Marine Center
   ",24,"Ocean View, NJ",Cobalt CS3
1958,yes,yes,54900,2011,Bowrider,Fiberglass,"Captain's Choice of Pickwick
   ",24,"Pickwick Lake TN, TN",Cobalt 222
1959,yes,yes,19500,2004,Bowrider,Fiberglass,"Yacht Masters
   ",24,"Merritt Island, FL",Four Winns 214 Funship
1960,yes,yes,37995,2015,Bowrider,Fiberglass,"New Jersey Outboards
   ",24,"Bayville, NJ",Hurricane Fundeck 236 WB OB
1961,yes,yes,109117,2016,Bowrider,Fiberglass,"Singleton Marine Yacht Sales at Holiday Marina
   ",24,"Buford, GA",Cobalt R3 WSS
1962,yes,yes,64776,2016,Bowrider,Fiberglass,"Nautica Mengual
   ",24,"Costa Blanca, Spain",Four Winns H230
1963,yes,yes,29950,2007,Bowrider,Fiberglass,"Tampa Yacht Sales, INC
   ",24,"Tierra Verde, FL",Sea Ray 220 Sundeck
1964,yes,yes,26900,2000,Bowrider,Fiberglass,"Delta Marine Sales
   ",24,"Stockton, CA",Regal 2350 LSC
1965,yes,yes,27995,2005,Bowrider,Fiberglass,"New Jersey Outboards
   ",24,"Bayville, NJ",Hurricane 237 OB
1966,yes,yes,34075,2011,Bowrider,Fiberglass,"Iron Wind Marine
   ",24,"Halifax, NS",Yamaha AR240 HO
1967,yes,yes,24317,2004,Bowrider,Fiberglass,"J Olivares Yacht Broker
   ",23,Spain,Rinker 232 CAPTIVA BOW
1968,yes,yes,24500,2002,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Sea Ray 220 Sundeck
1969,yes,yes,43995,2012,Bowrider,Fiberglass,"Boulder Boats
   ",24,"Mesa, AZ",Yamaha 242 Limited S
1970,yes,yes,29843,2007,Bowrider,Fiberglass,"Boats & Barcos Mediterr��neos SL
   ",23,Spain,Rinker 226 Captiva R1
1971,yes,yes,30204,2008,Bowrider,Fiberglass,"Marine Daniel Masson
   ",24,"NAPIERVILLE, QC",Sea Ray 220 Sundeck
1972,yes,yes,Call for Price,2016,Bowrider,Other,"SkipperBud's
   ",24,"Madison, WI",Sea Ray 240 Sundeck
1973,yes,yes,Call for Price,2015,Bowrider,Other,"SkipperBud's
   ",24,"Peoria, AZ",Sea Ray 240 Sundeck
1974,yes,yes,69995,2015,Bowrider,Fiberglass,"Boulder Boats
   ",23,"Henderson, NV",Axis T23
1975,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"MarineMax Inc.
   ",24,"Clearwater, FL",Sea Ray 240 Sundeck Outboard
1976,yes,yes,25422,2004,Bowrider,Fiberglass,"Marine Yacht Care S.L
   ",23,Spain,Rinker 232 Captiva Bowrider
1977,yes,yes,32054,2010,Bowrider,Fiberglass,"MGM Boats
   ",23,Malta,Bryant 233
1978,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"MarineMax Inc.
   ",24,"Clearwater, FL",Sea Ray 240 Sundeck Outboard
1979,yes,yes,42995,2013,Bowrider,Fiberglass,"Hall Marine Group
   ",24,United States,Yamaha 242 Limited S
1980,yes,yes,84999,2013,Bowrider,Fiberglass,"Yacht Consulting Group, Corp.
   ",23,"Houston, TX",Mastercraft X-35
1981,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Tilly's Marine
   ",23,"Norco, CA",Axis T23 Salt Package
1982,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Tilly's Marine
   ",23,"HUNTINGTON BEACH, CA",Axis T23
1983,yes,yes,31784,2007,Bowrider,Fiberglass,"Clipper Marine Ltd
   ",24,"Swanwick Marina, Hampshire, United Kingdom",Sea Ray 220 Sundeck
1984,yes,yes,Call for Price,2017,Bowrider,Other,"New Jersey Outboards
   ",23,"Bayville, NJ",Sea Hunt Escape 235 SE
1985,yes,yes,1,2017,Bowrider,Fiberglass,"Bridge Marine Sales
   ",23,United States,Bryant Calandra
1986,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Marine Sales & Service
   ",23,"Louisvillle, KY",Axis T23
1987,yes,yes,21900,2007,Bowrider,Fiberglass,"Erwin Marine
   ",23,"Grant, AL",Ebbtide 2100 SS
1988,yes,yes,Call for Price,2015,Bowrider,Other,"SkipperBud's
   ",24,"Round Lake, IL",Sea Ray 240 Sundeck Outboard
1989,yes,yes,34900,2011,Bowrider,Fiberglass,"McCall Marine Sales - Licensed Yacht Broker
   ",23,"Englewood, FL",Hurricane SunDeck 237 OB
1990,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Tilly's Marine
   ",23,"Norco, CA",Axis T23
1991,yes,yes,141804,2017,Bowrider,Fiberglass,"Bates Wharf
   ",23,United States,Chris-Craft Launch 22 Heritage Edition
1992,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Tilly's Marine
   ",23,"Ventura, CA",Axis T23
1993,yes,yes,33000,2008,Bowrider,Fiberglass,"Jet Ski of Miami
   ",23,United States,Bryant 233
1994,yes,yes,35900,2013,Bowrider,Fiberglass,"Rex Marine Yacht Sales
   ",23,"Norwalk, CT",Sea Hunt Escape 234 LE
1995,yes,yes,21999,2006,Bowrider,Fiberglass,"BCM Yachtsales GmbH
   ",23,"Ausstellungshalle bcm-M�_nster, Germany",Ebbtide 2100 SC
1996,yes,yes,20760,2005,Bowrider,Fiberglass,"Network Yacht Brokers
   ",23,"Dartmouth, Devon, United Kingdom",Monterey 228SI Montura
1997,yes,yes,59797,2014,Bowrider,Fiberglass,"Canary Islands Marine
   ",23,Spain,Four Winns Horizon 230
1998,yes,yes,73999,2013,Bowrider,Fiberglass,"Yacht Consulting Group, Corp.
   ",23,"Houston, TX",Mastercraft X-30
1999,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Tilly's Marine
   ",23,"Huntington Beach, CA",Axis T23 Salt Package
2000,yes,yes,42001,2009,Bowrider,Fiberglass,"NauticaStore Puerto Banus
   ",23,"Marbella, Spain",Campion Allante 645i Bowrider
2001,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"The Nautic Group
   ",23,"Kemah, TX",GEKKO SPORTS CORP Revo 7.1
2002,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Irish Boat Shop
   ",23,"Northern, MI",Nautique Super Air Nautique 230
2003,yes,yes,42000,2014,Bowrider,Fiberglass,"Jackson Marine Sales
   ",23,"North East, MD",Four Winns H230
2004,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Tilly's Marine
   ",23,"Huntington Beach, CA",Axis T23
2005,yes,yes,15474,1994,Bowrider,Fiberglass,"Marine Yacht Care S.L
   ",23,"Marbella( Puerto Banus), Spain",Sea Ray 240  Sundeck
2006,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Sheltered Cove Marina
   ",23,"Tuckerton, NJ",Regal 23 OBX
2007,yes,yes,59900,2016,Bowrider,Fiberglass,"Strong's Marine
   ",23,United States,Regal 23 OBX
2008,yes,yes,62855,2016,Bowrider,Fiberglass,"Jackson Marine Sales
   ",23,"North East, MD",Regal 23 OBX
2009,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Bosun Marine
   ",23,"Peabody, MA",Regal 23 OBX
2010,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Strong's Marine
   ",23,"Mattituck, NY",Regal 23 OBX
2011,yes,yes,21995,2004,Bowrider,Fiberglass,"Ocean House Marina, Inc
   ",23,"Charlestown, RI",Hurricane SunDeck 237 OB
2012,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Irish Boat Shop
   ",23,"MI, United States",Boston Whaler 230 Vantage
2013,yes,yes,5800,1994,Bowrider,Fiberglass,"Lowe's Boat & Yacht Brokerage
   ",23,"Naples, FL",Bayliner 2309 Rendezvous
2014,yes,yes,49800,2014,Bowrider,Aluminum,"NJ Boat & Yacht Sales, Used Boats New Jersey
   ",23,"forked river, NJ",Bennington 2375 GCW
2015,yes,yes,47716,2016,Bowrider,Steel,"Royal Yachts
   ",23,"Dubai, United Arab Emirates",Bella 700 BR BOW RIDER
2016,yes,yes,26900,2007,Bowrider,Fiberglass,"Legendary Marine
   ",23,"Fort Walton Beach, FL",Bayliner 237 SD
2017,yes,yes,37774,2009,Bowrider,Fiberglass,"Ed Huck Marine Limited
   ",23,"Rockport, ON",Bryant 233
2018,yes,yes,9995,2001,Bowrider,Fiberglass,"Sunset Harbor Marina, Inc
   ",23,"Middle River, MD",Bayliner 235 Bowrider
2019,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Captain's Choice of Pickwick
   ",23,"Pickwick Lake, TN, MS",Boston Whaler 230 Vantage
2020,yes,yes,33677,2011,Bowrider,Fiberglass,"Bates Wharf
   ",23,"Sovereign Harbour Eastbourne, East Sussex, United Kingdom",Bayliner 235 Bowrider
2021,yes,yes,34995,2013,Bowrider,Fiberglass,"MarineMax Inc.
   ",23,"Ship Bottom, NJ",Bayliner 235 BOW RIDER
2022,yes,yes,24900,2005,Bowrider,Fiberglass,"Waterfront Marine Yacht Sales-New Jersey
   ",23,"SOMERS POINT, NJ",Bryant 234
2023,yes,yes,70537,2017,Bowrider,Fiberglass,"Twin City Marine, Inc.
   ",23,"Central Falls, RI",Chaparral 230 Suncoast
2024,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"A & S Boats
   ",23,"South Windsor, CT",Chaparral 227 SSX
2025,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Twin City Marine, Inc.
   ",23,"Central Falls, RI",Chaparral 227 SSX
2026,yes,yes,79606,2016,Bowrider,Fiberglass,"Idealboat Sales
   ",23,"Conwy, United Kingdom",Chaparral 227 SSX
2027,yes,yes,59990,2012,Bowrider,Fiberglass,"MarineMax Inc.
   ",23,"Osage Beach, MO",Chaparral 226 SSi
2028,yes,yes,22995,2007,Bowrider,Fiberglass,"Anchor Marine
   ",23,"Farmingdale, NJ",Bryant 236 Deck Boat
2029,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Sun Sport Marine
   ",23,"Harrison Township, MI",Chaparral 227 SSX
2030,yes,yes,19900,2005,Bowrider,Fiberglass,"River City Yacht and Boat Sales
   ",23,"Sacramento, CA",Caravelle 232 Interceptor Bow Rider
2031,yes,yes,76500,2015,Bowrider,Fiberglass,"Cruising Yachts
   ",23,"San Diego, CA",Bryant Calandra
2032,yes,yes,56999,2016,Bowrider,Fiberglass,"Twin City Marine, Inc.
   ",23,"Central Falls, RI",Chaparral 230 Suncoast
2033,yes,yes,24999,2005,Bowrider,Fiberglass,"Legendary Marine
   ",23,"Destin, FL",Chaparral Sunesta 236
2034,yes,yes,59886,2016,Bowrider,Fiberglass,"Anchor Marine
   ",23,"Farmingdale, NJ",Chaparral 230 Suncoast Outboard
2035,yes,yes,22900,2005,Bowrider,Fiberglass,"PIER ONE YACHT SALES
   ",23,"Punta Gorda-Burnt Store Marina, FL",Chaparral 232 Sunesta
2036,yes,yes,88189,2016,Bowrider,Fiberglass,"Idealboat Sales
   ",23,United Kingdom,Chaparral 237 SSX
2037,yes,yes,25990,2005,Bowrider,Fiberglass,"Legendary Marine
   ",23,"Fort Walton Beach, FL",Chaparral 232 Sunesta
2038,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Sunrise Marine - Boat Sales, Service & Parts
   ",23,"Daphne, AL",Chaparral - DEMO 227 SSX Bowrider
2039,yes,yes,13900,1997,Bowrider,Fiberglass,"Bluewater Bay Yachts, Inc.
   ",23,"Niceville, FL",Chaparral Sunesta 232
2040,yes,yes,64304,2017,Bowrider,Fiberglass,"Longshore Boats
   ",23,"Charleston, SC",Chaparral 230 Suncoast 118H
2041,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"SBM Yacht Sales
   ",23,"Sarasota, FL",Cobalt R3
2042,yes,yes,11500,1998,Bowrider,Fiberglass,"Sundance Boat Sales, Inc.
   ",23,"Pasadena, MD",Chaparral 2330 Sport Bowrider
2043,yes,yes,75974,2014,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",23,"Counce, TN",Cobalt R3
2044,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",23,"GILBERTSVILLE, KY",Cobalt R3
2045,yes,yes,54999,2010,Bowrider,Fiberglass,"Yacht Consulting Group, Corp.
   ",23,"Houston, TX",Cobalt 230 WSS
2046,yes,yes,42900,2009,Bowrider,Fiberglass,"Seattle Boat Company
   ",23,"Bellevue, WA",Cobalt 230
2047,yes,yes,69139,2017,Bowrider,Fiberglass,"Longshore Boats
   ",23,"Charleston, SC",Chaparral 230 Suncoast 119H
2048,yes,yes,55116,2007,Bowrider,Fiberglass,"Bates Wharf
   ",23,"Chertsey, Surrey, United Kingdom",Chris-Craft Launch 22
2049,yes,yes,12000,1993,Bowrider,Fiberglass,"Tuppens Marine
   ",23,"Hypoluxo, FL",Chris Craft1 23
2050,yes,yes,9995,1989,Bowrider,Fiberglass,"SkipperBud's
   ",23,"Sturgeon Bay, WI",Cruisers Yachts 2350ROGUE
2051,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",23,"COUNCE, TN",Cobalt CS3
2052,yes,yes,Call for Price,2015,Bowrider,Other,"SkipperBud's
   ",23,"Madison, WI",Cruisers Yachts 238 Bow Rider
2053,yes,yes,18900,2005,Bowrider,Fiberglass,"Stone Harbor Yacht Sales
   ",23,United States,Crownline 236 LS
2054,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",23,"GILBERTSVILLE, KY",Cobalt CS3
2055,yes,yes,39900,2011,Bowrider,Fiberglass,"COMPLETE MARINE
   ",23,"Pompano Beach, FL",Crownline 230 LS
2056,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",23,"Counce, TN",Cobalt R3 Bowrider
2057,yes,yes,22900,2003,Bowrider,Fiberglass,"Brightwater Yacht Brokers Inc.
   ",23,"Forked River, NJ",Crownline 230 EX w Only 191 Hours
2058,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",23,"Counce, TN",Cobalt R3 WSS
2059,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC
   ",23,"Counce, TN",Cobalt R3 WSS
2060,yes,yes,13900,2002,Bowrider,Fiberglass,"COMPLETE MARINE
   ",23,"Pompano Beach, FL",Crownline 230 BR
2061,yes,yes,Call for Price,2016,Bowrider,Other,"SkipperBud's
   ",23,"Oshkosh, WI",Four Winns TS222
2062,yes,yes,26677,2004,Bowrider,Fiberglass,"MarineMax Inc.
   ",23,"Lewisville, TX",Crownline 240 EX
2063,yes,yes,Call for Price,2016,Bowrider,Other,"SkipperBud's
   ",23,"Fenton, MI",Four Winns TS222
2064,yes,yes,Call for Price,2016,Bowrider,Other,"SkipperBud's
   ",23,"Peoria, AZ",Four Winns TS222
2065,yes,yes,59900,2013,Bowrider,Fiberglass,"Executive Boat & Yacht Brokerage
   ",23,"Salt Lake City, UT",Epic 23V Bowrider
2066,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Hawk's Yachts
   ",23,"EDGEWATER - LIBERTY MARINA, MD",Four Winns H230RS
2067,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Bridgeport Marine
   ",23,United States,Four Winns 230 Horizon SS
2068,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Westchester Yacht Sales
   ",23,"NY, United States",Four Winns H230
2069,yes,yes,15900,2003,Bowrider,Fiberglass,"Grand Slam Yacht Sales
   ",23,"Bradenton, FL",Four Winns 214 Funship
2070,yes,yes,Call for Price,2016,Bowrider,Other,"SkipperBud's
   ",23,"Madison, WI",Four Winns TS222
2071,yes,yes,42000,2014,Bowrider,Fiberglass,"Sunset Harbor Marina, Inc
   ",23,"Essex, MD",Four Winns H230
2072,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Hawk's Yachts
   ",23,"Edgewater, MD",Four Winns 230 Horizon
2073,yes,yes,23000,2005,Bowrider,Fiberglass,"Cast Off Yacht Sales
   ",23,"Forked River, NJ",Hurricane 237 FUN DECK
2074,yes,yes,44900,2016,Bowrider,Fiberglass,"Wye River Marine
   ",23,"Kent Island, MD",Hurricane 232 Sundeck Sport
2075,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"North Bay Marina
   ",23,"Selbyville, DE",Hurricane CC 231
2076,yes,yes,19999,2012,Bowrider,Fiberglass,"Atlantic Yacht Haven
   ",23,"Freeport, NY",Hurricane 232 Deck Sport
2077,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Wye River Marine
   ",23,"Kent Island, MD",Hurricane 231 Sundeck Sport - Center Console
2078,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Comstock Yacht Sales & Marina
   ",23,"BRICK, NJ",Grady-White Freedom 235
2079,yes,yes,Call for Price,2017,Bowrider,Fiberglass,"Cannons Marina
   ",23,"Longboat Key, FL",Grady-White 235 Freedom
2080,yes,yes,147045,2017,Bowrider,Fiberglass,"Anchor Marine
   ",23,"Farmingdale, NJ",Grady-White 235 Freedom
2081,yes,yes,49995,2014,Bowrider,Aluminum,"MarineMax Inc.
   ",23,"Lake Hopatcong, NJ",Harris Pontoons 230 GRAND MARINER
2082,yes,yes,Call for Price,2015,Bowrider,Fiberglass,"Legendary Marine
   ",23,"Destin, FL",Hurricane FunDeck 236 WB
2083,yes,yes,42995,2012,Bowrider,Fiberglass,"Great Lakes Yacht Brokers
   ",23,"Syracuse, NY",Larson 238
2084,yes,yes,12000,1993,Bowrider,Fiberglass,"South Mountain Yachts
   ",23,"Mission Viejo, CA",Larson 220SEI
2085,yes,yes,49900,2012,Bowrider,Aluminum,"Your New Boat.com
   ",23,"Norris Lake, TN",JC 23 SportToon TriToon
2086,yes,yes,65100,2017,Bowrider,Composite,"Belko Nautical Group
   ",23,"AVENTURA, FL",Hysucat 23 Hysucat RIB
2087,yes,yes,55000,2013,Bowrider,Fiberglass,"Avalon Marine
   ",23,Cayman Islands,Larson All American 23
2088,yes,yes,12995,2004,Bowrider,Fiberglass,"Legendary Marine
   ",23,"Fort Walton Beach, FL",Hurricane SunDeck 237 OB
2089,yes,yes,34900,2012,Bowrider,Fiberglass,"Sunset Harbor Marina, Inc
   ",23,"Essex, MD",Hurricane SS 231 OB
2090,yes,yes,16000,2003,Bowrider,Fiberglass,"Florida Yacht Group
   ",23,"Tavernier, FL",Hurricane SD 237
2091,yes,yes,36900,2013,Bowrider,Fiberglass,"Baltimore Boating Center, LLC
   ",23,"Baltimore/Essex, MD",Hurricane SunDeck Sport 231 OB
2092,yes,yes,37500,2011,Bowrider,Fiberglass,"Temptation Yacht Sales, Inc
   ",23,"St. Clair Shores, MI",Larson Escape 234
2093,yes,yes,61995,2011,Bowrider,Fiberglass,"Boulder Boats
   ",23,"Mesa, AZ",Malibu Wakesetter 23 LSV
2094,yes,yes,86995,2014,Bowrider,Fiberglass,"Boulder Boats
   ",23,"Mesa, AZ",Malibu Wakesetter 23 LSV
2095,yes,yes,88800,2015,Bowrider,Fiberglass,"Tilly's Marine
   ",23,"Ventura, CA",Malibu Wakesetter 23 LSV
2096,yes,yes,96995,2016,Bowrider,Fiberglass,"Boulder Boats
   ",23,"Henderson, NV",Malibu Wakesetter 23 LSV
2097,yes,yes,Call for Price,2016,Bowrider,Fiberglass,"Tilly's Marine
   ",23,"Ventura, CA",Malibu M235
2098,yes,yes,132421,2016,Bowrider,Fiberglass,"Singleton Marine Yacht Sales at Holiday Marina
   ",23,"Buford, GA",Malibu Wakesetter 23 LSV
2099,yes,yes,59995,2011,Bowrider,Fiberglass,"Boulder Boats
   ",23,"Mesa, AZ",Malibu Wakesetter 23 LSV
